claim_id,vehicle_id,driver_id,trip_id,accident_timestamp,accident_location,weather_condition,road_condition,collision_type,damaged_component,severity,estimated_repair_cost,claim_amount,fraud_flag,claim_status
C01737,V0495,D0143,T09953,2025-06-09T06:07:00,Kochi,Fog,Wet,Head-on,Door,Moderate,47468,38395,No,Approved
C01738,V0173,D0600,T03176,2025-04-18T14:21:00,Thrissur,Rain,Wet,Rear-end,Headlight,Minor,52863,44647,Yes,Approved
C01739,V0494,D0198,T07397,2025-03-18T06:12:00,Palakkad,Cloudy,Slippery,Head-on,Door,Major,226105,210401,Yes,Under Review
C01740,V0344,D0589,T05397,2025-07-16T19:44:00,Palakkad,Rain,Wet,Head-on,Front Bumper,Minor,129870,119743,No,Under Review
C01741,V0136,D0255,T04487,2025-07-22T14:44:00,Kochi,Rain,Slippery,Single Vehicle,Engine Bay,Major,77456,68600,Yes,Rejected
C01742,V0140,D0380,T07516,2025-02-01T01:56:00,Alappuzha,Fog,Slippery,Rear-end,Door,Minor,187723,166547,No,Approved
C01743,V0086,D0328,T04745,2025-10-12T14:10:00,Thrissur,Heavy Rain,Dry,Side,Engine Bay,Moderate,136019,133771,No,Rejected
C01744,V0452,D0492,T01051,2025-08-14T12:34:00,Alappuzha,Heavy Rain,Wet,Side,Front Bumper,Minor,157958,134958,No,Under Review
C01745,V0064,D0634,T07844,2025-01-17T23:35:00,Kochi,Cloudy,Wet,Head-on,Rear Bumper,Major,40793,38249,Yes,Approved
C01746,V0449,D0370,T07899,2025-05-22T19:33:00,Alappuzha,Sunny,Dry,Single Vehicle,Windshield,Major,51142,45888,No,Rejected
C01747,V0293,D0412,T01627,2025-05-01T06:00:00,Thrissur,Heavy Rain,Slippery,Side,Rear Bumper,Minor,26358,24313,No,Under Review
C01748,V0054,D0058,T01131,2025-09-27T16:34:00,Alappuzha,Heavy Rain,Dry,Rear-end,Engine Bay,Moderate,28210,26953,No,Approved
C01749,V0482,D0221,T06631,2025-08-20T14:52:00,Palakkad,Heavy Rain,Dry,Head-on,Front Bumper,Moderate,229821,227296,No,Rejected
C01750,V0036,D0367,T01642,2025-04-06T23:14:00,Kochi,Heavy Rain,Wet,Single Vehicle,Headlight,Minor,225587,190560,No,Under Review
C01751,V0376,D0001,T05749,2025-01-17T17:32:00,Alappuzha,Cloudy,Dry,Side,Engine Bay,Moderate,214783,204896,No,Under Review
C01752,V0090,D0321,T06593,2025-06-13T05:05:00,Kochi,Heavy Rain,Slippery,Single Vehicle,Rear Bumper,Major,223187,180623,Yes,Under Review
C01753,V0377,D0095,T06954,2025-05-09T10:05:00,Kochi,Sunny,Wet,Head-on,Rear Bumper,Minor,219384,189189,No,Under Review
C01754,V0341,D0468,T06767,2025-02-13T09:21:00,Kozhikode,Rain,Wet,Rear-end,Rear Bumper,Major,34430,31711,Yes,Rejected
C01755,V0468,D0671,T09356,2025-12-27T09:18:00,Palakkad,Fog,Wet,Side,Rear Bumper,Major,74471,61673,No,Under Review
C01756,V0025,D0692,T02230,2025-05-03T22:19:00,Kozhikode,Cloudy,Dry,Rear-end,Engine Bay,Major,61908,53064,Yes,Approved
C01757,V0271,D0328,T08079,2025-10-31T12:15:00,Kochi,Sunny,Slippery,Single Vehicle,Rear Bumper,Major,214450,206682,Yes,Under Review
C01758,V0479,D0264,T03267,2025-03-22T14:58:00,Kollam,Rain,Slippery,Single Vehicle,Engine Bay,Minor,44436,37646,No,Approved
C01759,V0385,D0496,T02322,2025-07-11T23:09:00,Kozhikode,Sunny,Slippery,Head-on,Rear Bumper,Minor,212382,208315,Yes,Approved
C01760,V0232,D0626,T05666,2025-10-16T22:53:00,Palakkad,Heavy Rain,Wet,Head-on,Front Bumper,Major,124205,111950,No,Under Review
C01761,V0144,D0098,T05830,2025-05-03T15:52:00,Alappuzha,Fog,Dry,Rear-end,Headlight,Moderate,230922,190591,No,Under Review
C01762,V0290,D0136,T00725,2025-06-17T15:34:00,Kozhikode,Sunny,Dry,Side,Engine Bay,Major,85164,77407,No,Under Review
C01763,V0139,D0118,T04308,2025-10-29T12:44:00,Kochi,Cloudy,Slippery,Side,Door,Major,26890,24926,Yes,Rejected
C01764,V0219,D0356,T00540,2025-03-14T04:59:00,Alappuzha,Fog,Dry,Head-on,Front Bumper,Major,124018,109299,No,Under Review
C01765,V0125,D0542,T01619,2025-06-07T02:47:00,Palakkad,Fog,Wet,Head-on,Headlight,Moderate,227781,187090,No,Under Review
C01766,V0105,D0675,T07860,2025-02-27T04:43:00,Kochi,Heavy Rain,Slippery,Single Vehicle,Engine Bay,Minor,35318,33217,No,Approved
C01767,V0181,D0294,T00628,2025-04-28T08:22:00,Palakkad,Heavy Rain,Slippery,Single Vehicle,Rear Bumper,Moderate,196807,179541,No,Approved
C01768,V0195,D0536,T08802,2025-09-14T10:30:00,Alappuzha,Heavy Rain,Dry,Rear-end,Front Bumper,Minor,226715,204032,Yes,Approved
C01769,V0262,D0653,T06471,2025-03-30T04:51:00,Kozhikode,Rain,Dry,Head-on,Windshield,Moderate,30282,28410,No,Under Review
C01770,V0427,D0338,T02806,2025-02-15T05:11:00,Kozhikode,Rain,Dry,Head-on,Engine Bay,Moderate,112757,109404,No,Approved
C01771,V0435,D0516,T09861,2025-05-17T23:44:00,Kollam,Sunny,Wet,Single Vehicle,Windshield,Major,35217,33756,No,Under Review
C01772,V0330,D0469,T01742,2025-10-24T01:02:00,Kochi,Fog,Dry,Head-on,Engine Bay,Minor,75342,66272,No,Rejected
C01773,V0312,D0060,T03421,2025-10-02T01:52:00,Palakkad,Cloudy,Dry,Side,Engine Bay,Major,155352,137203,Yes,Rejected
C01774,V0457,D0179,T00807,2025-11-25T01:21:00,Kochi,Rain,Wet,Rear-end,Door,Minor,47118,38832,No,Approved
C01775,V0335,D0118,T01875,2025-06-07T10:21:00,Kochi,Fog,Wet,Side,Front Bumper,Minor,37528,35229,No,Under Review
C01776,V0126,D0558,T05575,2025-06-30T07:02:00,Kozhikode,Rain,Slippery,Single Vehicle,Windshield,Minor,121997,115866,No,Approved
C01777,V0321,D0578,T05300,2025-07-03T05:26:00,Thrissur,Rain,Wet,Single Vehicle,Rear Bumper,Major,44276,44159,Yes,Approved
C01778,V0322,D0140,T06029,2025-11-30T23:26:00,Alappuzha,Rain,Slippery,Head-on,Door,Major,96828,90479,Yes,Approved
C01779,V0193,D0276,T07417,2025-05-05T07:57:00,Alappuzha,Heavy Rain,Dry,Side,Windshield,Major,140315,128320,No,Approved
C01780,V0401,D0675,T00712,2025-12-28T23:43:00,Kozhikode,Cloudy,Slippery,Single Vehicle,Engine Bay,Moderate,170447,166235,No,Rejected
C01781,V0474,D0294,T05240,2025-10-03T10:32:00,Alappuzha,Fog,Dry,Single Vehicle,Windshield,Moderate,91656,84334,No,Rejected
C01782,V0008,D0544,T01941,2025-03-03T13:55:00,Kozhikode,Rain,Dry,Rear-end,Front Bumper,Major,97018,86672,No,Under Review
C01783,V0078,D0592,T07716,2025-01-10T19:50:00,Palakkad,Sunny,Wet,Single Vehicle,Front Bumper,Minor,158963,143557,No,Rejected
C01784,V0262,D0634,T08713,2025-03-23T22:06:00,Kochi,Fog,Dry,Single Vehicle,Engine Bay,Major,26419,21807,Yes,Approved
C01785,V0255,D0066,T04419,2025-11-10T11:16:00,Kollam,Sunny,Dry,Single Vehicle,Rear Bumper,Major,180821,150005,Yes,Rejected
C01786,V0488,D0192,T06382,2025-03-10T18:04:00,Kochi,Rain,Slippery,Single Vehicle,Rear Bumper,Moderate,134843,118327,No,Approved
C01787,V0010,D0332,T09323,2025-03-20T05:27:00,Thrissur,Heavy Rain,Slippery,Single Vehicle,Front Bumper,Minor,150650,135788,No,Under Review
C01788,V0122,D0010,T06209,2025-03-11T10:32:00,Palakkad,Rain,Dry,Rear-end,Windshield,Minor,59003,56644,No,Rejected
C01789,V0151,D0682,T02224,2025-06-30T01:30:00,Alappuzha,Fog,Slippery,Side,Windshield,Moderate,18501,15525,No,Approved
C01790,V0276,D0592,T01755,2025-05-30T06:52:00,Kozhikode,Rain,Dry,Side,Engine Bay,Moderate,169800,157991,No,Under Review
C01791,V0325,D0481,T02292,2025-03-13T17:25:00,Thrissur,Heavy Rain,Slippery,Head-on,Windshield,Major,116130,102936,No,Under Review
C01792,V0289,D0227,T06763,2025-07-07T09:12:00,Kollam,Cloudy,Dry,Head-on,Headlight,Major,41335,35730,No,Rejected
C01793,V0035,D0097,T08649,2025-06-19T17:40:00,Kochi,Cloudy,Wet,Rear-end,Door,Moderate,228978,189013,Yes,Under Review
C01794,V0200,D0310,T00325,2025-10-11T08:14:00,Kochi,Cloudy,Dry,Rear-end,Headlight,Major,145208,120692,No,Approved
C01795,V0334,D0581,T07562,2025-08-22T17:32:00,Palakkad,Heavy Rain,Dry,Side,Engine Bay,Minor,101812,96372,No,Under Review
C01796,V0328,D0206,T08519,2025-10-11T12:12:00,Palakkad,Sunny,Wet,Rear-end,Headlight,Moderate,158958,128438,No,Under Review
C01797,V0100,D0551,T04545,2025-12-13T07:09:00,Thrissur,Fog,Dry,Single Vehicle,Windshield,Major,130299,121713,No,Approved
C01798,V0318,D0365,T08042,2025-03-17T03:45:00,Palakkad,Fog,Wet,Rear-end,Engine Bay,Minor,218102,208589,Yes,Approved
C01799,V0339,D0602,T04143,2025-08-07T13:08:00,Thrissur,Cloudy,Dry,Head-on,Engine Bay,Minor,185381,159310,No,Under Review
C01800,V0265,D0463,T09999,2025-09-29T11:23:00,Thrissur,Rain,Wet,Rear-end,Front Bumper,Minor,30621,24908,Yes,Rejected
C01801,V0116,D0313,T05219,2025-02-07T00:27:00,Palakkad,Fog,Wet,Single Vehicle,Rear Bumper,Minor,32910,26670,Yes,Under Review
C01802,V0274,D0194,T02548,2025-12-28T22:31:00,Kozhikode,Sunny,Dry,Single Vehicle,Engine Bay,Minor,58093,49382,Yes,Approved
C01803,V0473,D0532,T03489,2025-08-29T05:53:00,Kollam,Heavy Rain,Dry,Head-on,Door,Minor,200345,169169,Yes,Rejected
C01804,V0017,D0461,T00816,2025-07-15T01:41:00,Kozhikode,Sunny,Wet,Side,Rear Bumper,Moderate,77120,74847,Yes,Approved
C01805,V0391,D0565,T01395,2025-06-30T07:58:00,Alappuzha,Sunny,Wet,Rear-end,Engine Bay,Major,220486,203621,No,Under Review
C01806,V0138,D0607,T03754,2025-03-29T21:00:00,Kozhikode,Rain,Slippery,Single Vehicle,Headlight,Major,240414,213785,No,Rejected
C01807,V0313,D0470,T09361,2025-08-27T02:36:00,Kollam,Heavy Rain,Dry,Rear-end,Engine Bay,Moderate,27344,25448,Yes,Rejected
C01808,V0056,D0484,T04913,2025-10-30T16:19:00,Palakkad,Sunny,Dry,Single Vehicle,Windshield,Minor,92885,84603,No,Rejected
C01809,V0172,D0481,T02681,2025-11-06T20:51:00,Kozhikode,Sunny,Wet,Single Vehicle,Rear Bumper,Moderate,219073,193143,No,Approved
C01810,V0195,D0085,T00315,2025-01-09T20:06:00,Thrissur,Heavy Rain,Dry,Single Vehicle,Door,Major,189587,169217,No,Approved
C01811,V0495,D0355,T09039,2025-02-25T21:30:00,Alappuzha,Sunny,Slippery,Single Vehicle,Front Bumper,Major,37971,31160,No,Under Review
C01812,V0252,D0447,T00398,2025-05-08T14:59:00,Thrissur,Sunny,Wet,Rear-end,Front Bumper,Moderate,198588,159792,No,Under Review
C01813,V0418,D0295,T06973,2025-09-01T15:22:00,Kochi,Heavy Rain,Dry,Side,Door,Major,200777,193777,Yes,Rejected
C01814,V0341,D0177,T08289,2025-03-29T16:11:00,Kozhikode,Fog,Dry,Head-on,Headlight,Major,191359,168090,No,Under Review
C01815,V0329,D0472,T00628,2025-05-26T21:10:00,Thrissur,Cloudy,Dry,Side,Door,Major,101437,95687,No,Under Review
C01816,V0420,D0500,T07958,2025-08-07T12:35:00,Palakkad,Rain,Wet,Side,Rear Bumper,Minor,46854,43873,Yes,Under Review
C01817,V0350,D0513,T06348,2025-05-30T19:51:00,Kozhikode,Rain,Wet,Head-on,Windshield,Moderate,142879,129912,No,Approved
C01818,V0435,D0351,T03207,2025-06-15T21:51:00,Kollam,Rain,Slippery,Head-on,Headlight,Major,49734,49186,No,Under Review
C01819,V0336,D0201,T00312,2025-03-01T11:56:00,Kochi,Fog,Dry,Single Vehicle,Engine Bay,Minor,237207,190634,No,Under Review
C01820,V0337,D0419,T05102,2025-04-21T11:03:00,Kollam,Rain,Dry,Single Vehicle,Rear Bumper,Minor,95632,84168,No,Under Review
C01821,V0138,D0684,T04807,2025-03-14T13:24:00,Palakkad,Rain,Slippery,Single Vehicle,Door,Major,91687,85513,No,Under Review
C01822,V0373,D0129,T09672,2025-03-06T23:03:00,Kochi,Cloudy,Slippery,Side,Door,Major,222144,219006,Yes,Rejected
C01823,V0308,D0526,T05561,2025-03-19T13:41:00,Kollam,Cloudy,Slippery,Head-on,Headlight,Minor,179178,164549,No,Under Review
C01824,V0023,D0047,T05797,2025-03-25T16:06:00,Kochi,Rain,Slippery,Side,Headlight,Major,246280,200811,No,Rejected
C01825,V0241,D0110,T09366,2025-02-06T16:54:00,Kochi,Rain,Slippery,Head-on,Front Bumper,Moderate,123503,120111,No,Approved
C01826,V0471,D0631,T08930,2025-02-26T05:05:00,Alappuzha,Sunny,Wet,Head-on,Door,Moderate,220140,179571,No,Under Review
C01827,V0411,D0424,T06584,2025-01-03T16:30:00,Kochi,Cloudy,Wet,Side,Windshield,Minor,81072,75861,No,Approved
C01828,V0177,D0268,T07438,2025-12-15T19:19:00,Kochi,Rain,Slippery,Single Vehicle,Door,Major,195016,184754,No,Rejected
C01829,V0117,D0671,T06870,2025-05-03T14:55:00,Palakkad,Cloudy,Dry,Head-on,Headlight,Major,55635,50548,No,Approved
C01830,V0201,D0372,T02447,2025-08-31T04:49:00,Kozhikode,Heavy Rain,Slippery,Single Vehicle,Headlight,Major,130157,122900,Yes,Rejected
C01831,V0189,D0663,T09404,2025-04-07T10:21:00,Thrissur,Cloudy,Dry,Side,Door,Minor,104555,91849,Yes,Under Review
C01832,V0423,D0323,T02131,2025-04-10T11:11:00,Kollam,Heavy Rain,Dry,Side,Front Bumper,Moderate,162254,142615,No,Under Review
C01833,V0292,D0284,T04957,2025-08-26T22:23:00,Thrissur,Sunny,Dry,Single Vehicle,Door,Minor,11624,10612,No,Under Review
C01834,V0267,D0696,T08570,2025-11-25T05:33:00,Alappuzha,Sunny,Dry,Rear-end,Door,Minor,81306,68952,No,Rejected
C01835,V0412,D0669,T10000,2025-04-23T12:26:00,Alappuzha,Rain,Dry,Side,Front Bumper,Moderate,240817,225478,No,Under Review
C01836,V0102,D0360,T07938,2025-03-03T02:55:00,Kollam,Cloudy,Slippery,Single Vehicle,Headlight,Moderate,94710,76259,No,Rejected
C01837,V0275,D0347,T02924,2025-11-19T08:50:00,Kollam,Heavy Rain,Slippery,Single Vehicle,Door,Major,88257,87747,No,Under Review
C01838,V0269,D0347,T08281,2025-11-01T19:14:00,Thrissur,Rain,Slippery,Head-on,Headlight,Moderate,177247,166474,No,Rejected
C01839,V0094,D0650,T08794,2025-06-07T22:38:00,Alappuzha,Rain,Slippery,Side,Engine Bay,Moderate,45135,41707,No,Under Review
C01840,V0039,D0057,T06888,2025-04-18T10:44:00,Palakkad,Sunny,Slippery,Head-on,Front Bumper,Minor,138081,134633,Yes,Approved
C01841,V0273,D0333,T04061,2025-01-11T20:12:00,Kozhikode,Sunny,Wet,Head-on,Rear Bumper,Moderate,234714,232782,No,Under Review
C01842,V0399,D0486,T01910,2025-08-08T09:41:00,Palakkad,Rain,Slippery,Single Vehicle,Engine Bay,Moderate,120173,101246,No,Rejected
C01843,V0181,D0329,T06622,2025-09-10T03:22:00,Kollam,Fog,Slippery,Single Vehicle,Rear Bumper,Moderate,95150,93264,No,Under Review
C01844,V0340,D0700,T02761,2025-09-15T17:08:00,Alappuzha,Sunny,Wet,Head-on,Front Bumper,Minor,98126,90658,No,Under Review
C01845,V0413,D0119,T01561,2025-10-24T05:14:00,Thrissur,Heavy Rain,Wet,Single Vehicle,Door,Minor,194668,158523,No,Under Review
C01846,V0425,D0608,T00734,2025-05-08T05:20:00,Thrissur,Sunny,Wet,Side,Front Bumper,Minor,47557,38259,No,Approved
C01847,V0161,D0496,T06269,2025-04-12T01:58:00,Thrissur,Cloudy,Dry,Single Vehicle,Headlight,Moderate,197189,188840,No,Under Review
C01848,V0212,D0040,T03996,2025-11-27T20:03:00,Kollam,Rain,Dry,Rear-end,Windshield,Major,85629,72135,Yes,Approved
C01849,V0496,D0408,T04907,2025-08-10T18:58:00,Alappuzha,Heavy Rain,Slippery,Head-on,Front Bumper,Major,147672,133067,No,Under Review
C01850,V0007,D0301,T00109,2025-01-07T05:20:00,Thrissur,Heavy Rain,Slippery,Rear-end,Rear Bumper,Moderate,38644,34433,No,Rejected
C01851,V0462,D0252,T07508,2025-10-18T18:36:00,Kochi,Cloudy,Dry,Head-on,Door,Major,109938,92587,No,Approved
C01852,V0455,D0261,T00651,2025-01-15T16:50:00,Palakkad,Heavy Rain,Dry,Single Vehicle,Rear Bumper,Moderate,90753,77247,No,Rejected
C01853,V0433,D0400,T08611,2025-12-31T23:55:00,Kozhikode,Cloudy,Slippery,Head-on,Front Bumper,Major,128660,117466,No,Rejected
C01854,V0490,D0245,T04076,2025-04-15T09:24:00,Kollam,Rain,Wet,Single Vehicle,Engine Bay,Minor,206727,180517,No,Rejected
C01855,V0223,D0386,T04444,2025-09-20T12:40:00,Kollam,Sunny,Slippery,Head-on,Headlight,Minor,156815,152956,Yes,Rejected
C01856,V0187,D0695,T08323,2025-01-11T05:22:00,Alappuzha,Fog,Dry,Single Vehicle,Engine Bay,Minor,164276,138420,Yes,Approved
C01857,V0139,D0098,T09261,2025-10-10T13:25:00,Palakkad,Sunny,Slippery,Rear-end,Headlight,Major,145384,123031,Yes,Under Review
C01858,V0106,D0014,T09225,2025-01-12T09:32:00,Thrissur,Heavy Rain,Dry,Single Vehicle,Door,Minor,185218,175243,No,Under Review
C01859,V0234,D0246,T09648,2025-11-05T01:17:00,Kollam,Sunny,Dry,Head-on,Rear Bumper,Minor,156770,145848,No,Approved
C01860,V0368,D0599,T04706,2025-01-18T06:25:00,Alappuzha,Sunny,Wet,Head-on,Headlight,Moderate,52838,46982,No,Approved
C01861,V0018,D0220,T08447,2025-12-07T18:18:00,Kollam,Cloudy,Slippery,Rear-end,Engine Bay,Major,188732,183211,No,Approved
C01862,V0327,D0394,T05859,2025-10-31T09:45:00,Kollam,Cloudy,Wet,Head-on,Rear Bumper,Major,182988,174960,No,Under Review
C01863,V0209,D0586,T08347,2025-04-22T13:27:00,Kochi,Cloudy,Wet,Head-on,Headlight,Major,205883,191034,No,Approved
C01864,V0335,D0699,T07003,2025-10-13T17:50:00,Kollam,Heavy Rain,Wet,Head-on,Door,Major,244357,244076,No,Under Review
C01865,V0383,D0300,T07886,2025-03-12T00:41:00,Thrissur,Fog,Dry,Head-on,Rear Bumper,Moderate,44313,42008,No,Under Review
C01866,V0337,D0179,T04123,2025-08-04T04:45:00,Alappuzha,Sunny,Slippery,Side,Front Bumper,Moderate,148797,132395,No,Approved
C01867,V0057,D0199,T01731,2025-09-27T09:53:00,Kochi,Rain,Dry,Single Vehicle,Front Bumper,Minor,151760,128769,No,Under Review
C01868,V0373,D0333,T00188,2025-02-17T22:56:00,Kollam,Rain,Wet,Head-on,Door,Moderate,186237,173888,Yes,Under Review
C01869,V0165,D0160,T05158,2025-06-23T03:16:00,Kochi,Cloudy,Wet,Side,Headlight,Major,78540,71398,No,Rejected
C01870,V0255,D0546,T01698,2025-03-12T02:55:00,Palakkad,Cloudy,Slippery,Single Vehicle,Windshield,Major,193842,175039,No,Approved
C01871,V0330,D0680,T08919,2025-01-27T13:48:00,Kozhikode,Cloudy,Slippery,Rear-end,Rear Bumper,Moderate,29100,27261,No,Approved
C01872,V0317,D0569,T07655,2025-11-16T02:09:00,Kozhikode,Cloudy,Wet,Side,Rear Bumper,Minor,96952,89839,Yes,Under Review
C01873,V0068,D0271,T07966,2025-09-13T17:30:00,Alappuzha,Fog,Slippery,Side,Front Bumper,Moderate,237203,199164,No,Under Review
C01874,V0177,D0307,T02769,2025-06-20T04:20:00,Thrissur,Heavy Rain,Dry,Head-on,Door,Major,141271,124202,No,Under Review
C01875,V0401,D0635,T01771,2025-06-30T11:09:00,Thrissur,Rain,Dry,Head-on,Windshield,Major,170100,149811,No,Under Review
C01876,V0390,D0286,T08601,2025-03-08T21:24:00,Palakkad,Sunny,Dry,Head-on,Rear Bumper,Moderate,78243,74171,No,Approved
C01877,V0001,D0055,T02448,2025-07-26T14:55:00,Kochi,Fog,Slippery,Single Vehicle,Engine Bay,Minor,155104,124798,Yes,Rejected
C01878,V0377,D0362,T07891,2025-08-01T20:33:00,Kochi,Heavy Rain,Dry,Rear-end,Windshield,Moderate,45958,45466,Yes,Approved
C01879,V0155,D0521,T06718,2025-07-27T00:13:00,Alappuzha,Sunny,Slippery,Rear-end,Engine Bay,Minor,39129,34905,No,Approved
C01880,V0042,D0579,T00578,2025-09-06T03:35:00,Kozhikode,Sunny,Slippery,Rear-end,Engine Bay,Moderate,121816,111538,No,Rejected
C01881,V0275,D0150,T07237,2025-04-16T23:24:00,Thrissur,Heavy Rain,Slippery,Side,Front Bumper,Minor,103032,99385,Yes,Under Review
C01882,V0249,D0592,T00158,2025-07-03T16:37:00,Kozhikode,Fog,Slippery,Side,Front Bumper,Major,216954,176609,No,Approved
C01883,V0075,D0066,T08645,2025-01-05T06:29:00,Alappuzha,Fog,Wet,Single Vehicle,Engine Bay,Moderate,217224,215020,No,Rejected
C01884,V0300,D0283,T06994,2025-05-25T02:36:00,Kollam,Cloudy,Dry,Single Vehicle,Headlight,Moderate,101043,93182,No,Under Review
C01885,V0388,D0559,T00234,2025-05-07T23:47:00,Kollam,Heavy Rain,Wet,Single Vehicle,Engine Bay,Minor,239924,205807,No,Rejected
C01886,V0076,D0665,T02112,2025-04-15T17:08:00,Thrissur,Fog,Dry,Side,Engine Bay,Moderate,58702,48683,No,Under Review
C01887,V0245,D0598,T04701,2025-03-26T14:45:00,Kollam,Heavy Rain,Wet,Head-on,Rear Bumper,Minor,229904,217018,No,Rejected
C01888,V0438,D0261,T02749,2025-08-23T04:49:00,Kochi,Rain,Slippery,Head-on,Door,Major,135702,113087,No,Approved
C01889,V0421,D0667,T01196,2025-03-21T22:57:00,Kozhikode,Rain,Slippery,Head-on,Engine Bay,Moderate,151070,150788,Yes,Under Review
C01890,V0054,D0465,T04222,2025-05-20T05:53:00,Palakkad,Heavy Rain,Slippery,Head-on,Door,Minor,222069,198118,No,Approved
C01891,V0340,D0345,T09836,2025-10-17T11:43:00,Palakkad,Rain,Wet,Side,Headlight,Moderate,171935,141690,Yes,Rejected
C01892,V0258,D0636,T08822,2025-11-13T21:50:00,Alappuzha,Sunny,Wet,Side,Rear Bumper,Moderate,232356,206765,Yes,Approved
C01893,V0145,D0393,T02982,2025-11-14T21:30:00,Alappuzha,Cloudy,Slippery,Rear-end,Rear Bumper,Major,28822,24194,No,Approved
C01894,V0240,D0214,T01530,2025-04-22T16:00:00,Kollam,Rain,Slippery,Side,Engine Bay,Moderate,214613,207405,No,Approved
C01895,V0298,D0402,T01403,2025-03-19T05:37:00,Kochi,Rain,Dry,Head-on,Headlight,Moderate,208178,205638,No,Rejected
C01896,V0356,D0002,T02201,2025-04-10T13:03:00,Palakkad,Rain,Dry,Single Vehicle,Rear Bumper,Minor,43945,40650,No,Rejected
C01897,V0053,D0185,T09641,2025-10-23T15:34:00,Kollam,Sunny,Dry,Single Vehicle,Engine Bay,Minor,233604,190185,No,Under Review
C01898,V0057,D0132,T03444,2025-05-24T21:24:00,Palakkad,Sunny,Dry,Single Vehicle,Rear Bumper,Moderate,182984,152428,No,Under Review
C01899,V0366,D0339,T07787,2025-04-08T02:24:00,Alappuzha,Cloudy,Dry,Rear-end,Headlight,Moderate,246593,197925,No,Approved
C01900,V0121,D0481,T08206,2025-03-14T09:08:00,Kozhikode,Rain,Wet,Rear-end,Front Bumper,Moderate,244608,236669,No,Rejected
C01901,V0298,D0162,T00349,2025-09-21T08:26:00,Palakkad,Sunny,Wet,Head-on,Headlight,Major,79546,68732,No,Rejected
C01902,V0138,D0388,T01352,2025-02-28T00:04:00,Alappuzha,Fog,Slippery,Head-on,Front Bumper,Major,178592,173714,Yes,Under Review
C01903,V0276,D0564,T01694,2025-03-19T03:49:00,Alappuzha,Heavy Rain,Slippery,Single Vehicle,Rear Bumper,Minor,158360,155092,Yes,Under Review
C01904,V0458,D0308,T02630,2025-11-07T11:56:00,Kollam,Heavy Rain,Slippery,Side,Engine Bay,Minor,39507,37744,No,Approved
C01905,V0317,D0699,T00965,2025-07-15T04:07:00,Thrissur,Cloudy,Slippery,Side,Windshield,Moderate,68721,59951,No,Under Review
C01906,V0115,D0182,T03580,2025-02-28T16:55:00,Thrissur,Heavy Rain,Wet,Rear-end,Front Bumper,Major,49224,44457,No,Rejected
C01907,V0352,D0389,T08133,2025-10-25T08:50:00,Palakkad,Rain,Wet,Head-on,Door,Minor,175815,156298,Yes,Rejected
C01908,V0021,D0649,T08806,2025-08-29T21:11:00,Kozhikode,Sunny,Slippery,Single Vehicle,Headlight,Moderate,167651,158125,Yes,Approved
C01909,V0336,D0700,T07536,2025-10-22T13:33:00,Kollam,Fog,Slippery,Rear-end,Windshield,Minor,42380,34200,No,Under Review
C01910,V0499,D0187,T06650,2025-06-02T23:27:00,Palakkad,Heavy Rain,Dry,Side,Engine Bay,Major,191160,179544,Yes,Approved
C01911,V0130,D0046,T00647,2025-08-03T20:58:00,Kozhikode,Sunny,Wet,Single Vehicle,Headlight,Minor,200763,192685,Yes,Under Review
C01912,V0125,D0429,T02613,2025-01-03T14:36:00,Kollam,Cloudy,Wet,Single Vehicle,Headlight,Moderate,27200,24892,No,Approved
C01913,V0470,D0072,T02527,2025-02-16T01:07:00,Kozhikode,Rain,Slippery,Single Vehicle,Rear Bumper,Minor,132554,131755,No,Rejected
C01914,V0372,D0690,T09403,2025-08-16T23:33:00,Kollam,Fog,Wet,Head-on,Engine Bay,Major,247997,229256,No,Under Review
C01915,V0218,D0043,T04952,2025-06-29T17:12:00,Thrissur,Rain,Slippery,Rear-end,Headlight,Minor,105445,91487,No,Rejected
C01916,V0349,D0116,T03932,2025-03-02T19:02:00,Kochi,Fog,Dry,Rear-end,Rear Bumper,Major,230648,227521,No,Under Review
C01917,V0183,D0695,T02371,2025-10-01T12:56:00,Kollam,Fog,Wet,Head-on,Windshield,Moderate,233901,230854,No,Approved
